t,a_x,a_y,a_z,s_axx,s_ayy,s_azz,g_x,g_y,g_w,s_gxx,s_gyy,s_gzz,v_x,v_y,v_z,s_vxx,s_vyy,s_vzz,d_x,d_y,d_z,s_dxx,s_dyy,s_dzz
2.2,-0.00319494821929346,0.0311584468753342,-0.000302923375977688,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.0016228237180635,0.000811750526326741,-0.00415191550159542,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.0232999041488,-0.0427343541945327,0.044493053861769,0.0474341649025257,0.0474341649025257,0.0474341649025257,2.22262900731898,0.0464348350995908,-0.0714943179960438,999999999,999999999,0.1
2.3,-0.000647552569427607,0.0275004150573143,-0.00117034748455389,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00121431611755438,-0.000691328522319427,-0.00706875314977187,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.997013682202474,0.0243151238950294,-0.015255679979252,0.0474341649025257,0.0474341649025257,0.0474341649025257,2.32680765327174,0.0527807152123077,0.067878229499954,999999999,999999999,0.1
2.4,0.00100727210221621,0.037392488927646,-0.000560819764628338,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.000171942643964315,0.0012479413580297,-0.0012910458434762,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.878947185177397,-0.0795370599045557,0.100212941076051,0.0474341649025257,0.0474341649025257,0.0474341649025257,2.42858173611172,0.0595277517168094,-0.0146697968785213,999999999,999999999,0.1
2.5,0.00232610882173845,0.0418767495808105,-0.00491011049265057,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00176101754666813,0.00135686277591715,-0.00682673413395456,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.996601517710464,-0.0707238438363075,0.00341804372953162,0.0474341649025257,0.0474341649025257,0.0474341649025257,2.53102809624452,0.0665495758138013,0.00212008492625752,999999999,999999999,0.1
2.6,-0.00278110002361443,0.0511069805634029,-0.00479814741038297,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00184392590189503,-0.000574291663395936,-0.00577170498137366,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.04920267406805,-0.0309875307822522,0.0199411230548079,0.0474341649025257,0.0474341649025257,0.0474341649025257,2.63313535536178,0.0739798988812706,-0.0756376021143918,999999999,999999999,0.1
2.7,-0.00387714498004491,0.0482065996916127,-0.00780331558056015,0.00390876492462773,0.00390876492462773,0.00390876492462773,-0.00071898048056453,-0.000147547215631186,-0.00196386012446446,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.9306354444203,-0.0258975184577727,0.00250022371172792,0.0474341649025257,0.0474341649025257,0.0474341649025257,2.72611502479018,0.0811241985369596,-0.0139393092268329,999999999,999999999,0.1
2.8,-0.00490785043369272,0.0582619889961588,-0.00451527245394164,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00112696248004964,-0.00157080769519785,-0.0101922699850157,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.00772575704862,-0.0361944399445119,-0.00914062502365451,0.0474341649025257,0.0474341649025257,0.0474341649025257,2.82164706779888,0.0889379319271866,0.0128013757177434,999999999,999999999,0.1
2.9,-0.00680364356131736,0.0691559829412855,0.00176220295746472,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.000367974550817061,7.46124630091177e-05,-0.00317348254951642,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.04471645483191,-0.0549770450702939,-0.00897327950201357,0.0474341649025257,0.0474341649025257,0.0474341649025257,2.92154066765744,0.0974382507608932,0.0105395663594592,999999999,999999999,0.1
3,-0.00253453789165736,0.0701488727702826,0.00128136766412896,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.000993777465422876,2.68043518812676e-06,-0.00523693231162288,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.02968696016691,0.00751047324623304,0.0427368105484683,0.0474341649025257,0.0474341649025257,0.0474341649025257,3.02186317639115,0.106345614018159,-0.0314592213511316,999999999,999999999,0.1
3.1,0.00350875628911274,0.0820357109371516,-0.0107371390545952,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.000404256247948465,5.09665919046484e-05,-0.00467090634135461,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.987940977993349,0.0826897785716299,0.0331788706234839,0.0474341649025257,0.0474341649025257,0.0474341649025257,3.1500588113708,0.0625658265916448,0.0974542207658292,999999999,999999999,0.1
3.2,-0.00183423577347005,0.0848362825673195,-0.0121725021944705,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00466420278296752,5.94069048968903e-05,-0.00617647962318437,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.12219758877649,-0.0915336695406265,-0.018287988493985,0.0474341649025257,0.0474341649025257,0.0474341649025257,3.25062422428679,0.061079087416235,0.0255447484357974,999999999,999999999,0.1
3.3,-0.00765544690150415,0.0978720424203363,-0.0130190067545683,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00073366457068006,-0.000669555837250857,-0.007271833402125,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.96585799214591,0.08395310914157,-0.011954589024761,0.0474341649025257,0.0474341649025257,0.0474341649025257,3.35399215659092,0.0590424320321014,0.0133789761381569,999999999,999999999,0.1
3.4,0.0070150702334401,0.108986779731418,-0.0121953491735405,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00187663103381123,-0.000271662552885068,-0.00926552982774175,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.978895272666142,0.0365945641253436,0.0266129004005103,0.0474341649025257,0.0474341649025257,0.0474341649025257,3.45811443076619,0.0564323017615401,-0.0233941154964373,999999999,999999999,0.1
3.5,-0.00374962750579975,0.108920629117962,-0.00715133184765166,0.00390876492462773,0.00390876492462773,0.00390876492462773,-0.00280210485933017,-0.00111657713008589,-0.0114264226149863,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.970644015327188,-0.00998027634209727,0.0396378102258838,0.0474341649025257,0.0474341649025257,0.0474341649025257,3.56179886133594,0.0533294436406821,0.0700149062652652,999999999,999999999,0.1
3.6,0.00136229589632768,0.127604281644865,-0.0105769438235103,0.00390876492462773,0.00390876492462773,0.00390876492462773,-0.00126559463792167,-0.000925353226741128,-0.00997854697158243,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.03031772489794,-0.000281766860357085,-0.0413023462103508,0.0474341649025257,0.0474341649025257,0.0474341649025257,3.66976553253993,0.0493398533061218,0.00216737777571086,999999999,999999999,0.1
3.7,-0.00488095993448165,0.132050706900158,-0.00857464252889812,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00175467854360222,-8.51076487683361e-05,-0.00881336449749472,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.00736603716621,0.0356062160249418,0.046472937283469,0.0474341649025257,0.0474341649025257,0.0474341649025257,3.77516466866311,0.0449727737801468,-0.0252768169101239,999999999,999999999,0.1
3.8,-0.00118535279861876,0.136300154021823,-0.0132192731278161,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00281608438418569,0.00230027213446788,-0.00948553986448809,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.917488382647657,-0.0778829461594892,-0.00139087786264753,0.0474341649025257,0.0474341649025257,0.0474341649025257,3.87491243803888,0.0405448722311116,-0.0499012927090383,999999999,999999999,0.1
3.9,-0.0056565889820214,0.156733842126694,-0.0093245378621101,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00062775338622397,-0.000505598402746007,-0.0127688222085329,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.01704695225164,0.0362372315941454,0.0433951369409013,0.0474341649025257,0.0474341649025257,0.0474341649025257,3.96414923468529,0.0365898438014696,0.00196386090018966,999999999,999999999,0.1
4,-0.00678482015608621,0.159663624654498,-0.011951878821838,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.0012194817826853,-0.00188951539693944,-0.0120304288473507,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.10581599596215,0.0102483896725775,-0.0154314213287193,0.0474341649025257,0.0474341649025257,0.0474341649025257,4.0638381681887,0.0309685104060664,-0.0482982574564505,999999999,999999999,0.1
4.1,0.0023693235695267,0.163656504770852,-0.0153416844699776,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00236254375103012,0.00116931350594894,-0.00946394939614463,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.02013070616186,0.0219232997489945,-0.00457030766244088,0.0474341649025257,0.0474341649025257,0.0474341649025257,4.22198010775424,0.0550659521936367,0.0990610772409379,999999999,999999999,0.1
4.2,-0.00094780951070301,0.177361645304254,-0.0126238208775575,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.000335167379501559,-0.00119157492686173,-0.0139325539299966,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.01938154216214,0.0445589155182764,0.00894916702992719,0.0474341649025257,0.0474341649025257,0.0474341649025257,4.33089523495918,0.0542538817845937,-0.00387876846738534,999999999,999999999,0.1
4.3,0.00563301878501673,0.199000965221559,-0.0127016517202839,0.00390876492462773,0.00390876492462773,0.00390876492462773,-0.00124324184601923,0.00357709262416279,-0.0142622103107657,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.959911767511519,0.0427896741273822,0.0258386820170648,0.0474341649025257,0.0474341649025257,0.0474341649025257,4.44358107514254,0.0534587930544205,-0.0279010557280691,999999999,999999999,0.1
4.4,-0.000277477534772012,0.210659104562447,-0.0112688366477249,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.000243013303036847,-0.00142792246399185,-0.0139601608462633,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.921878783944393,0.0178235113132033,0.0307587034556436,0.0474341649025257,0.0474341649025257,0.0474341649025257,4.55652144271665,0.0525903849138794,0.0548287153745815,999999999,999999999,0.1
4.5,-0.00604444961718502,0.223306669812092,-0.0174587806566593,0.00390876492462773,0.00390876492462773,0.00390876492462773,-4.97766050201323e-05,-0.00220335348099374,-0.0115324617999121,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.972649827010449,0.0176832253573834,0.0630373182228558,0.0474341649025257,0.0474341649025257,0.0474341649025257,4.67073634405508,0.051467524373444,-0.0214047821133777,999999999,999999999,0.1
4.6,-0.00304831661376874,0.231390379062686,-0.014321308782823,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00107634108005921,0.00087713308171244,-0.0120547042899811,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.936847936798192,0.0189344059756091,-0.0533710853524695,0.0474341649025257,0.0474341649025257,0.0474341649025257,4.78283106897513,0.0505736835259198,0.0072053280888246,999999999,999999999,0.1
4.7,0.00313999260528978,0.245887306032951,-0.0181360510689957,0.00390876492462773,0.00390876492462773,0.00390876492462773,-0.00129221250673598,-0.00195475617335384,-0.014792392335232,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.04626290561582,-0.0347137267777172,0.0231173175696722,0.0474341649025257,0.0474341649025257,0.0474341649025257,4.89592636933355,0.0495490925301165,-0.0171086611715092,999999999,999999999,0.1
4.8,-0.00382104832252478,0.263369565777048,-0.0186154067156699,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00140152364324322,-0.00123847020152676,-0.0104460982406849,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.04914261032501,0.0664693138655561,-0.00451316013065007,0.0474341649025257,0.0474341649025257,0.0474341649025257,5.00387563767263,0.048885066381253,0.0017706140511707,999999999,999999999,0.1
4.9,0.00225815315956412,0.271192213472088,-0.0132051503469397,0.00390876492462773,0.00390876492462773,0.00390876492462773,-0.00139034125540614,0.00120142268167439,-0.0148908697373985,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.01582342701823,0.0713644269988615,0.0304843796713673,0.0474341649025257,0.0474341649025257,0.0474341649025257,5.11362601515586,0.048062117011233,-0.0115745474141509,999999999,999999999,0.1
5,-0.0052161535963636,0.287570400655911,-0.0178964461883209,0.00390876492462773,0.00390876492462773,0.00390876492462773,-0.00062934318848639,0.00238586824315882,-0.0147283039797073,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.00918750924605,0.0900282900190843,-0.0479116165411336,0.0474341649025257,0.0474341649025257,0.0474341649025257,5.21735454829018,0.047925306668553,-0.0673446530065733,999999999,999999999,0.1
5.1,-0.00282457382644957,0.310308968936992,-0.0143259253266564,0.00390876492462773,0.00390876492462773,0.00390876492462773,-0.00196260502306022,0.000320281166678587,-0.0151708766644198,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.00883175029663,0.136298572978416,0.0193555466307184,0.0474341649025257,0.0474341649025257,0.0474341649025257,5.28035241567932,0.0924321557260607,0.0136902353507203,999999999,999999999,0.1
5.2,0.00168876234889393,0.328272445728327,-0.0173773508566552,0.00390876492462773,0.00390876492462773,0.00390876492462773,-0.00163143686001007,0.000262715831131577,-0.0171516678859525,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.910226341946641,0.095150231466889,0.00548423161419742,0.0474341649025257,0.0474341649025257,0.0474341649025257,5.37955389537872,0.100741945300143,-0.0406837447953016,999999999,999999999,0.1
5.3,-0.00655706143179657,0.334859178023875,-0.018692867723035,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.000240139776468984,-0.00118266156758268,-0.0180033428823307,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.01121317445837,-0.0268987768870606,0.0370634425680573,0.0474341649025257,0.0474341649025257,0.0474341649025257,5.47870356069287,0.110075966217712,0.0132325840508723,999999999,999999999,0.1
5.4,0.00483288267868062,0.346898812033057,-0.0189114808877875,0.00390876492462773,0.00390876492462773,0.00390876492462773,-0.000926623067105067,0.00121563257284547,-0.0164856403600549,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.988444241091551,0.0739497957368296,-0.00093847784921265,0.0474341649025257,0.0474341649025257,0.0474341649025257,5.5758769775029,0.120109434584406,-0.0194244331255741,999999999,999999999,0.1
5.5,-0.00721627915165514,0.37490931579774,-0.0140061431232393,0.00390876492462773,0.00390876492462773,0.00390876492462773,-0.00132997421073798,0.000186059992169101,-0.0180647540301534,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.941051397949189,0.0626894330384837,-0.00240164965585815,0.0474341649025257,0.0474341649025257,0.0474341649025257,5.67201208639754,0.130962187475628,-0.00152559353220501,999999999,999999999,0.1
5.6,-0.0058798669939395,0.388085240084921,-0.0221395143375461,0.00390876492462773,0.00390876492462773,0.00390876492462773,-1.61513967773928e-05,-0.00131470919653393,-0.0155340212335623,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.992109523760423,0.0257294939599848,-0.00240704408277663,0.0474341649025257,0.0474341649025257,0.0474341649025257,5.76764127541053,0.142609047533509,0.100112613351892,999999999,999999999,0.1
5.7,-0.000676866393266259,0.411174538873942,-0.0245189300482081,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00294188484620275,-0.00364449828110854,-0.0199689560153553,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.03635972063595,-0.0461435795376921,0.0123591077253438,0.0474341649025257,0.0474341649025257,0.0474341649025257,5.87444543195791,0.155204520040531,-0.0289368147637277,999999999,999999999,0.1
5.8,0.00646026708146423,0.422679802692105,-0.0188869781290726,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.0048598875674736,0.000285177940000356,-0.0170131014936867,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.02563119104595,0.0185808315754683,0.0447817836072978,0.0474341649025257,0.0474341649025257,0.0474341649025257,5.96887269174477,0.168670632759603,0.0805627572938911,999999999,999999999,0.1
5.9,-0.00343352110872074,0.440840144954057,-0.0218310303207384,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.000386931304074489,0.000848436069014393,-0.0191886617635251,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.935437860774307,0.0757502425566073,-0.085123127258382,0.0474341649025257,0.0474341649025257,0.0474341649025257,6.0878164909482,0.182740771674729,-0.0427442988928437,999999999,999999999,0.1
6,-0.00307659314835411,0.456593466952079,-0.0241544896254301,0.00390876492462773,0.00390876492462773,0.00390876492462773,-3.40963070329851e-05,-0.00109720885330651,-0.0196477537173662,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.02727070356881,-0.0684743939930461,-0.035433374207319,0.0474341649025257,0.0474341649025257,0.0474341649025257,6.17658862508277,0.198219969863054,0.0674553729191907,999999999,999999999,0.1
6.1,-0.00144068826596235,0.481666192681933,-0.0238287556532821,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00265826616669918,0.00216067410633809,-0.0190392017177823,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.965324238356733,0.0159319537288173,0.0443054415848918,0.0474341649025257,0.0474341649025257,0.0474341649025257,6.29268964656065,0.0524092249186648,0.0435184577655872,999999999,999999999,0.1
6.2,-0.00540624182961848,0.499267629470734,-0.0245576205053067,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00159209578329395,0.00207954978086056,-0.0183433454026039,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.01174693454692,-0.00526216385650678,-0.00693869248386699,0.0474341649025257,0.0474341649025257,0.0474341649025257,6.39413885749586,0.0352403452717337,0.0145447994007562,999999999,999999999,0.1
6.3,0.00205976978088279,0.519857096511084,-0.0205543455728266,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00150822211576694,-0.000479291457869104,-0.0178207147137279,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.00931519972585,0.00445357012202224,0.0323872454158425,0.0474341649025257,0.0474341649025257,0.0474341649025257,6.49681533331613,0.0160105666326362,-0.00870283415172909,999999999,999999999,0.1
6.4,-0.00233920375635161,0.539244543311463,-0.0259140079368292,0.00390876492462773,0.00390876492462773,0.00390876492462773,0.00269873822272409,0.00154231863782162,-0.0189494940154564,0.00165576471096602,0.00165576471096602,0.00165576471096602,1.01531434988571,0.0660875809160148,-0.0675009811980057,0.0474341649025257,0.0474341649025257,0.0474341649025257,6.59995990082118,-0.00525055255499254,-0.0479708549991643,999999999,999999999,0.1
6.5,-0.00137493798727544,0.560509536230431,-0.0308667593271521,0.00390876492462773,0.00390876492462773,0.00390876492462773,-0.00147245079396478,-0.00233294291350926,-0.0205787454647381,0.00165576471096602,0.00165576471096602,0.00165576471096602,0.899510006268263,-0.00112938359609785,-0.08031373848766,0.0474341649025257,0.0474341649025257,0.0474341649025257,6.70155729543905,-0.027940497153443,0.0373212910467504,999999999,999999999,0.1
